time,IPLA,IPref,ECEcore,SSXcore,LI,Q95,ZMAG,Vloop,IPE,Instability,Window
0.05,-109429.12,-0.030765533,594.21124,0.001983717,0.56070346,14.721497,-0.03197057,-11.865454,-109429.086,0,2
0.051,-111387.445,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-11.666852,-111387.414,0,2
0.052,-112422.555,-0.030765533,594.21124,0.0030518472,0.56070346,14.721497,-0.03197057,-11.907106,-112422.52,0,2
0.053,-116021.33,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-11.1520195,-116021.3,0,2
0.054,-120982.65,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-11.07138,-120982.62,0,2
0.055,-121594.484,-0.030765533,594.21124,0.0027466714,0.56070346,14.721497,-0.03197057,-11.9460945,-121594.45,0,2
0.056,-124350.71,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-11.66552,-124350.68,0,2
0.057,-127615.34,-0.030765533,594.21124,0.0015259385,0.56070346,14.721497,-0.03197057,-11.944761,-127615.31,0,2
0.058,-131060.6,-0.030765533,594.21124,0.0019837022,0.56070346,14.721497,-0.03197057,-11.667518,-131060.57,0,2
0.059,-133514.3,-0.030765533,594.21124,0.0018311143,0.56070346,14.721497,-0.03197057,-11.189008,-133514.27,0,2
0.06,-136752.8,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-11.3876095,-136752.77,0,2
0.061,-139225.4,-0.030765533,594.21124,0.0018311143,0.56070346,14.721497,-0.03197057,-10.910433,-139225.38,0,2
0.062,-141380.0,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-11.389608,-141379.97,0,2
0.063,-143289.33,-0.030765533,594.21124,0.0035096258,0.56070346,14.721497,-0.03197057,-11.349955,-143289.3,0,2
0.064,-146875.56,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-11.347956,-146875.53,0,2
0.065,-150548.92,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-11.189674,-150548.89,0,2
0.066,-153211.62,-0.030765533,594.21124,0.0018311143,0.56070346,14.721497,-0.03197057,-11.110367,-153211.6,0,2
0.067,-154755.2,-0.030765533,594.21124,0.0024414957,0.56070346,14.721497,-0.03197057,-11.629196,-154755.17,0,2
0.068,-158403.89,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-11.189341,-158403.86,0,3
0.069,-161533.77,-0.030765533,594.21124,0.001983717,0.56070346,14.721497,-0.03197057,-11.309635,-161533.73,0,3
0.07,-164040.7,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-11.189674,-164040.67,0,3
0.071,-165812.12,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-11.07038,-165812.1,0,3
0.072,-170010.44,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-9.875771,-170010.4,0,3
0.073,-171739.12,-0.030765533,594.21124,0.0019837022,0.56070346,14.721497,-0.03197057,-10.871113,-171739.1,0,3
0.074,-174044.77,-0.030765533,594.21124,0.0027466714,0.56070346,14.721497,-0.03197057,-11.628198,-174044.73,0,3
0.075,-176481.45,-0.030765533,594.21124,0.0028992593,0.56070346,14.721497,-0.03197057,-10.712164,-176481.42,0,3
0.076,-178179.58,-0.030765533,594.21124,0.0024414957,0.56070346,14.721497,-0.03197057,-10.871113,-178179.55,0,3
0.077,-181551.53,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-10.990406,-181551.5,0,3
0.078,-183091.53,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-11.189674,-183091.5,0,3
0.079,-185292.97,-0.030765533,594.21124,0.0027466714,0.56070346,14.721497,-0.03197057,-11.4285965,-185292.94,0,3
0.08,-187357.7,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-11.307636,-187357.67,0,3
0.081,-188873.62,-0.030765533,594.21124,0.0028992593,0.56070346,14.721497,-0.03197057,-11.945094,-188873.6,0,3
0.082,-191833.06,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-11.785813,-191833.03,0,3
0.083,-194000.05,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-11.308969,-194000.02,0,3
0.084,-195293.23,-0.030765533,594.21124,0.0030518621,0.56070346,14.721497,-0.03197057,-11.1097,-195293.2,0,3
0.085,-197665.53,-0.030765533,594.21124,0.0025940835,0.56070346,14.721497,-0.03197057,-11.189008,-197665.5,0,3
0.086,-199488.08,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-11.389941,-199488.05,0,3
0.087,-202879.52,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-11.308302,-202879.48,0,3
0.088,-203547.92,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-11.508237,-203547.89,0,4
0.089,-206550.19,-0.030765533,594.21124,0.0035096258,0.56070346,14.721497,-0.03197057,-11.269648,-206550.16,0,4
0.09,-208711.27,-0.030765533,594.21124,0.0018311143,0.56070346,14.721497,-0.03197057,-11.109367,-208711.23,0,4
0.091,-211094.62,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-11.228994,-211094.6,0,4
0.092,-212338.66,-0.030765533,594.21124,0.0024414957,0.56070346,14.721497,-0.03197057,-11.50857,-212338.62,0,4
0.093,-214730.25,-0.030765533,594.21124,0.0025940686,0.56070346,14.721497,-0.03197057,-10.950752,-214730.22,0,4
0.094,-218981.97,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-9.637515,-218981.94,0,4
0.095,-217567.72,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-10.512563,-217567.69,0,4
0.096,-219388.88,-0.030765533,594.21124,0.0028992593,0.56070346,14.721497,-0.03197057,-9.278632,-219388.84,0,4
0.097,-220101.44,-0.030765533,594.21124,0.0024414957,0.56070346,14.721497,-0.03197057,-8.601854,-220101.4,0,4
0.098,-221435.9,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-8.122678,-221435.88,0,4
0.099,-222132.14,-0.030765533,594.21124,0.0028992742,0.56070346,14.721497,-0.03197057,-7.646166,-222132.11,0,4
0.1,-223803.61,-0.030765533,594.21124,0.0027466714,0.56070346,14.721497,-0.03197057,-6.532197,-223803.58,0,4
0.101,-224848.62,-0.030765533,594.21124,0.0030518472,0.56070346,14.721497,-0.03197057,-5.974046,-224848.6,0,4
0.102,-224496.14,-0.030765533,594.21124,0.0030518621,0.56070346,14.721497,-0.03197057,-5.8150983,-224496.11,0,4
0.103,-226368.16,-0.030765533,594.21124,0.0024414957,0.56070346,14.721497,-0.03197057,-5.4558825,-226368.12,0,4
0.104,-225157.02,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-5.416229,-225156.98,0,4
0.105,-226563.45,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-6.2926087,-226563.42,0,4
0.106,-223830.3,-0.030765533,594.21124,0.0018311292,0.56070346,14.721497,-0.03197057,-8.165329,-223830.27,0,4
0.107,-226546.45,-0.030765533,594.21124,0.0019837022,0.56070346,14.721497,-0.03197057,-4.780103,-226546.42,0,4
0.108,-226284.05,-0.030765533,594.21124,0.0028992742,0.56070346,14.721497,-0.03197057,-5.1386523,-226284.02,0,5
0.109,-227206.27,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-4.5801687,-227206.23,0,5
0.11,-226606.55,-0.030765533,594.21124,0.0030518621,0.56070346,14.721497,-0.03197057,-5.21796,-226606.52,0,5
0.111,-225701.08,-0.030765533,594.21124,0.0035096258,0.56070346,14.721497,-0.03197057,-5.7754445,-225701.05,0,5
0.112,-226178.77,-0.030765533,594.21124,0.0028992593,0.56070346,14.721497,-0.03197057,-5.496536,-226178.73,0,5
0.113,-226952.23,-0.030765533,594.21124,0.0025940835,0.56070346,14.721497,-0.03197057,-4.6191564,-226952.2,0,5
0.114,-227577.31,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-4.6594763,-227577.28,0,5
0.115,-225103.6,-0.030765533,594.21124,0.0019837022,0.56070346,14.721497,-0.03197057,-5.018692,-225103.56,0,5
0.116,-225358.06,-0.030765533,594.21124,0.0018311292,0.56070346,14.721497,-0.03197057,-5.5745106,-225358.03,0,5
0.117,-224725.1,-0.030765533,594.21124,0.0015259385,0.56070346,14.721497,-0.03197057,-5.8927402,-224725.06,0,5
0.118,-226257.78,-0.030765533,594.21124,0.0015259385,0.56070346,14.721497,-0.03197057,-5.3352556,-226257.75,0,5
0.119,-226346.06,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-5.295269,-226346.03,0,5
0.12,-224852.62,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-5.972714,-224852.6,0,5
0.121,-224057.66,-0.030765533,594.21124,0.0028992742,0.56070346,14.721497,-0.03197057,-5.5745106,-224057.62,0,5
0.122,-223409.95,-0.030765533,594.21124,0.003357038,0.56070346,14.721497,-0.03197057,-5.7721133,-223409.92,0,5
0.123,-223264.88,-0.030765533,594.21124,0.00320445,0.56070346,14.721497,-0.03197057,-5.7731123,-223264.84,0,5
0.124,-222609.9,-0.030765533,594.21124,0.0015259385,0.56070346,14.721497,-0.03197057,-5.8124332,-222609.88,0,5
0.125,-222383.8,-0.030765533,594.21124,0.0025940835,0.56070346,14.721497,-0.03197057,-5.5738444,-222383.77,0,5
0.126,-222386.06,-0.030765533,594.21124,0.0022888929,0.56070346,14.721497,-0.03197057,-5.5738444,-222386.03,0,5
0.127,-221071.58,-0.030765533,594.21124,0.00213629,0.56070346,14.721497,-0.03197057,-5.932727,-221071.55,0,5
0.128,-220981.9,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-5.6938047,-220981.88,0,6
0.129,-220233.47,-0.030765533,594.21124,0.002136305,0.56070346,14.721497,-0.03197057,-5.892407,-220233.44,0,6
0.13,-220528.39,-0.030765533,594.21124,0.0035096407,0.56070346,14.721497,-0.03197057,-5.892407,-220528.36,0,6
0.131,-220377.78,-0.030765533,594.21124,0.0028992742,0.56070346,14.721497,-0.03197057,-5.812766,-220377.75,0,6
0.132,-219335.69,-0.030765533,594.21124,0.0030518472,0.56070346,14.721497,-0.03197057,-5.8137655,-219335.66,0,6
0.133,-219410.53,-0.030765533,594.21124,0.0027466714,0.56070346,14.721497,-0.03197057,-5.255948,-219410.5,0,6
0.134,-220121.47,-0.030765533,594.21124,0.0030518472,0.56070346,14.721497,-0.03197057,-5.8530865,-220121.44,0,6
0.135,-218791.4,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-5.7331257,-218791.38,0,6
0.136,-218303.33,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-5.49487,-218303.3,0,6
0.137,-217234.52,-0.030765533,594.21124,0.0016785264,0.56070346,14.721497,-0.03197057,-6.290943,-217234.48,0,6
0.138,-216531.38,-0.030765533,594.21124,0.0024414808,0.56070346,14.721497,-0.03197057,-6.1316624,-216531.34,0,6
0.139,-217077.1,-0.030765533,594.21124,0.0030518472,0.56070346,14.721497,-0.03197057,-5.4155626,-217077.06,0,6
0.14,-215361.98,-0.030765533,594.21124,0.0016785264,0.808736,12.159015,-0.022529704,-6.131995,-215361.95,0,6
0.141,-215373.34,-0.030765533,594.21124,0.0018311143,0.808736,12.159015,-0.022529704,-6.051688,-215373.31,0,6
0.142,-215346.64,-0.030765533,594.21124,0.0035096407,0.808736,12.159015,-0.022529704,-5.734125,-215346.61,0,6
0.143,-214600.66,-0.030765533,594.21124,0.0025940835,0.808736,12.159015,-0.022529704,-5.7731123,-214600.62,0,6
0.144,-213918.03,-0.030765533,594.21124,0.003357038,0.808736,12.159015,-0.022529704,-5.9717145,-213918.0,0,6
0.145,-213993.31,-0.030765533,594.21124,0.002136305,0.808736,12.159015,-0.022529704,-6.330597,-213993.28,0,6
0.146,-213577.33,-0.030765533,594.21124,0.0027466714,0.808736,12.159015,-0.022529704,-6.250956,-213577.3,0,6
0.147,-213580.47,-0.030765533,594.21124,0.0025940835,0.808736,12.159015,-0.022529704,-5.454883,-213580.44,0,6
0.148,-212614.83,-0.030765533,594.21124,0.002136305,0.808736,12.159015,-0.022529704,-5.8927402,-212614.8,0,7
0.149,-211098.08,-0.030765533,594.21124,0.002136305,0.808736,12.159015,-0.022529704,-5.7724466,-211098.05,0,7
0.15,-212000.27,-0.030765533,594.21124,0.002136305,0.808736,12.159015,-0.022529704,-5.534524,-212000.23,0,7
0.151,-211017.73,-0.030765533,594.21124,0.0022888929,0.808736,12.159015,-0.022529704,-5.7731123,-211017.7,0,7
0.152,-209863.19,-0.030765533,594.21124,0.0016785264,0.808736,12.159015,-0.022529704,-6.2512894,-209863.16,0,7
0.153,-208983.17,-0.030765533,594.21124,0.002136305,0.808736,12.159015,-0.022529704,-6.171649,-208983.14,0,7
0.154,-210393.03,-0.030765533,594.21124,0.0028992742,0.808736,12.159015,-0.022529704,-6.1316624,-210393.0,0,7
0.155,-207768.06,-0.030765533,594.21124,0.0035096258,0.808736,12.159015,-0.022529704,-6.610172,-207768.03,0,7
0.156,-207235.31,-0.030765533,594.21124,0.00320445,0.808736,12.159015,-0.022529704,-6.131995,-207235.28,0,7
0.157,-207443.66,-0.030765533,594.21124,0.0028992742,0.808736,12.159015,-0.022529704,-5.854086,-207443.62,0,7
0.158,-206319.52,-0.030765533,594.21124,0.00320445,0.808736,12.159015,-0.022529704,-6.290943,-206319.48,0,7
0.159,-205819.22,-0.030765533,594.21124,0.0024414957,0.808736,12.159015,-0.022529704,-6.570518,-205819.19,0,7
0.16,-206369.77,-0.030765533,594.21124,0.0022888929,0.808736,12.159015,-0.022529704,-6.131995,-206369.73,0,7
0.161,-206981.14,-0.030765533,594.21124,0.0019837022,0.808736,12.159015,-0.022529704,-5.175308,-206981.11,0,7
0.162,-204987.23,-0.030765533,594.21124,0.0016785264,0.808736,12.159015,-0.022529704,-6.1713157,-204987.2,0,7
0.163,-206037.16,-0.030765533,594.21124,0.0019837022,0.808736,12.159015,-0.022529704,-5.852753,-206037.12,0,7
0.164,-204418.77,-0.030765533,594.21124,0.0018311143,0.808736,12.159015,-0.022529704,-5.8927402,-204418.73,0,7
0.165,-206051.56,-0.030765533,594.21124,0.002136305,0.808736,12.159015,-0.022529704,-5.5341907,-206051.53,0,7
0.166,-204030.55,-0.030765533,594.21124,0.0022888929,0.808736,12.159015,-0.022529704,-5.9320607,-204030.52,0,7
0.167,-202945.31,-0.030765533,594.21124,0.0027466714,0.808736,12.159015,-0.022529704,-6.171649,-202945.28,0,7
0.168,-203251.12,-0.030765533,594.21124,0.0035096258,0.95322895,10.042576,-0.021335453,-5.4555492,-203251.1,0,8
0.169,-202572.64,-0.030765533,594.21124,0.003357038,0.95322895,10.042576,-0.021335453,-5.8134327,-202572.61,0,8
0.17,-202993.84,-0.030765533,594.21124,0.003357038,0.95322895,10.042576,-0.021335453,-5.932727,-202993.81,0,8
0.171,-200564.19,-0.030765533,594.21124,0.0028992742,0.95322895,10.042576,-0.021335453,-6.530198,-200564.16,0,8
0.172,-201960.84,-0.030765533,594.21124,0.0030518472,0.95322895,10.042576,-0.021335453,-5.654151,-201960.81,0,8
0.173,-201469.06,-0.030765533,594.21124,0.0018311143,0.95322895,10.042576,-0.021335453,-5.7741117,-201469.03,0,8
0.174,-201462.3,-0.030765533,594.21124,0.001983717,0.95322895,10.042576,-0.021335453,-6.132994,-201462.27,0,8
0.175,-201951.11,-0.030765533,594.21124,0.0018311143,0.95322895,10.042576,-0.021335453,-5.9333935,-201951.08,0,8
0.176,-200915.86,-0.030765533,594.21124,0.002136305,0.95322895,10.042576,-0.021335453,-5.814432,-200915.83,0,8
0.177,-200983.75,-0.030765533,594.21124,0.0022888929,0.95322895,10.042576,-0.021335453,-5.814432,-200983.72,0,8
0.178,-203470.42,-0.030765533,594.21124,0.0028992593,0.95322895,10.042576,-0.021335453,-4.7787704,-203470.39,0,8
0.179,-203070.7,-0.030765533,594.21124,0.0028992742,0.95322895,10.042576,-0.021335453,-5.7347913,-203070.67,0,8
0.18,-201780.3,-0.030765533,594.21124,0.0028992593,0.95322895,10.042576,-0.021335453,-5.734125,-201780.27,0,8
0.181,-202643.77,-0.030765533,594.21124,0.0028992593,0.95322895,10.042576,-0.021335453,-5.1763077,-202643.73,0,8
0.182,-203445.95,-0.030765533,594.21124,0.0018311143,0.95322895,10.042576,-0.021335453,-5.454217,-203445.92,0,8
0.183,-203178.44,-0.030765533,594.21124,0.0019837022,0.95322895,10.042576,-0.021335453,-5.3352556,-203178.4,0,8
0.184,-202128.98,-0.030765533,594.21124,0.0016785264,0.95322895,10.042576,-0.021335453,-5.1759744,-202128.95,0,8
0.185,-204261.08,-0.030765533,594.21124,0.0025940835,0.95322895,10.042576,-0.021335453,-4.5395155,-204261.05,0,8
0.186,-203564.6,-0.030765533,594.21124,0.0015259385,0.95322895,10.042576,-0.021335453,-4.9370522,-203564.56,0,8
0.187,-202511.86,-0.030765533,594.21124,0.002136305,0.95322895,10.042576,-0.021335453,-5.2162943,-202511.83,0,8
0.188,-203163.89,-0.030765533,594.21124,0.00320445,0.95322895,10.042576,-0.021335453,-5.136654,-203163.86,0,9
0.189,-202428.33,-0.030765533,594.21124,0.0028992593,0.95322895,10.042576,-0.021335453,-5.137653,-202428.3,0,9
0.19,-202951.78,-0.030765533,594.21124,0.003357038,0.95322895,10.042576,-0.021335453,-5.375909,-202951.75,0,9
0.191,-203452.9,-0.030765533,594.21124,0.0022888929,0.95322895,10.042576,-0.021335453,-5.296934,-203452.88,0,9
0.192,-201656.19,-0.030765533,594.21124,0.0036622286,0.95322895,10.042576,-0.021335453,-6.3315964,-201656.16,0,9
0.193,-204502.03,-0.030765533,594.21124,0.0025940686,0.95322895,10.042576,-0.021335453,-4.8180914,-204502.0,0,9
0.194,-205130.16,-0.030765533,594.21124,0.0018311292,0.95322895,10.042576,-0.021335453,-5.6148305,-205130.12,0,9
0.195,-205190.47,-0.030765533,594.21124,0.002136305,0.9894352,8.952993,-0.021069799,-5.096667,-205190.44,0,9
0.196,-207156.44,-0.030765533,594.21124,0.002136305,0.9894352,8.952993,-0.021069799,-4.4991956,-207156.4,0,9
0.197,-207135.97,-0.030765533,594.21124,0.0019837022,0.9894352,8.952993,-0.021069799,-4.659143,-207135.94,0,9
0.198,-208101.16,-0.030765533,594.21124,0.0018311292,0.9894352,8.952993,-0.021069799,-4.5395155,-208101.12,0,9
0.199,-207086.1,-0.030765533,594.21124,0.0022888929,0.9894352,8.952993,-0.021069799,-4.7784376,-207086.06,0,9
0.2,-208208.12,-0.030765533,594.21124,0.0028992593,0.9894352,8.952993,-0.021069799,-4.340581,-208208.1,0,9
0.201,-209116.27,-0.030765533,594.21124,0.0024414808,0.9894352,8.952993,-0.021069799,-4.5395155,-209116.23,0,9
0.202,-210304.14,-0.030765533,594.21124,0.0022888929,0.9894352,8.952993,-0.021069799,-4.1816325,-210304.11,0,9
0.203,-209171.84,-0.030765533,594.21124,0.0018311143,0.9894352,8.952993,-0.021069799,-4.738784,-209171.81,0,9
0.204,-210471.17,-0.030765533,594.21124,0.00320445,0.9894352,8.952993,-0.021069799,-4.220953,-210471.14,0,9
0.205,-212047.5,-0.030765533,594.21124,0.0027466714,0.9894352,8.952993,-0.021069799,-4.1413126,-212047.47,0,9
0.206,-210688.17,-0.030765533,594.21124,0.0018311292,0.9894352,8.952993,-0.021069799,-4.340914,-210688.14,0,9
0.207,-209395.73,-0.030765533,594.21124,0.0022888929,0.9894352,8.952993,-0.021069799,-6.2109694,-209395.7,0,9
0.208,-212616.7,-0.030765533,594.21124,0.0018311143,0.9894352,8.952993,-0.021069799,-4.7381177,-212616.67,0,10
0.209,-212210.55,-0.030765533,594.21124,0.00320445,0.9894352,8.952993,-0.021069799,-4.499529,-212210.52,0,10
0.21,-213154.27,-0.030765533,594.21124,0.001983717,0.9894352,8.952993,-0.021069799,-4.858078,-213154.23,0,10
0.211,-213341.34,-0.030765533,594.21124,0.0027466714,0.9894352,8.952993,-0.021069799,-4.4208875,-213341.31,0,10
0.212,-213645.58,-0.030765533,594.21124,0.0033570528,0.9894352,8.952993,-0.021069799,-4.7784376,-213645.55,0,10
0.213,-213680.69,-0.030765533,594.21124,0.0027466714,0.9894352,8.952993,-0.021069799,-4.300594,-213680.66,0,10
0.214,-215018.34,-0.030765533,594.21124,0.0028992593,0.9894352,8.952993,-0.021069799,-3.744442,-215018.31,0,10
0.215,-214060.2,-0.030765533,594.21124,0.001983717,0.9894352,8.952993,-0.021069799,-4.2999277,-214060.17,0,10
0.216,-214422.06,-0.030765533,594.21124,0.0024414808,0.9894352,8.952993,-0.021069799,-4.580835,-214422.03,0,10
0.217,-216043.9,-0.030765533,594.21124,0.0025940686,0.9894352,8.952993,-0.021069799,-3.6628025,-216043.88,0,10
0.218,-215600.53,-0.030765533,594.21124,0.0019837022,0.9894352,8.952993,-0.021069799,-4.5005283,-215600.5,0,10
0.219,-216785.45,-0.030765533,594.21124,0.0018311143,0.9894352,8.952993,-0.021069799,-4.698464,-216785.42,0,10
0.22,-216563.55,-0.030765533,594.21124,0.0016785264,0.9894352,8.952993,-0.021069799,-4.5795026,-216563.52,0,10
0.221,-216027.7,-0.030765533,594.21124,0.0016785264,0.9894352,8.952993,-0.021069799,-4.5391827,-216027.67,0,10
0.222,-218148.66,-0.030765533,594.21124,0.0015259385,0.9894352,8.952993,-0.021069799,-4.1409793,-218148.62,0,10
0.223,-216755.72,-0.030765533,594.21124,0.001983717,0.98666036,8.57713,-0.023571787,-4.77977,-216755.69,0,10
0.224,-218497.25,-0.030765533,594.21124,0.0025940686,0.98666036,8.57713,-0.023571787,-4.3805676,-218497.22,0,10
0.225,-218992.95,-0.030765533,594.21124,0.0030518472,0.98666036,8.57713,-0.023571787,-4.5391827,-218992.92,0,10
0.226,-220193.62,-0.030765533,594.21124,0.0024414808,0.98666036,8.57713,-0.023571787,-4.499529,-220193.6,0,10
0.227,-219824.39,-0.030765533,594.21124,0.0027466714,0.98666036,8.57713,-0.023571787,-4.1413126,-219824.36,0,10
0.228,-220385.28,-0.030765533,594.21124,0.0027466714,0.98666036,8.57713,-0.023571787,-4.220953,-220385.25,0,11
0.229,-221361.53,-0.030765533,594.21124,0.0028992742,0.98666036,8.57713,-0.023571787,-4.300594,-221361.5,0,11
0.23,-221893.22,-0.030765533,594.21124,0.0022888929,0.98666036,8.57713,-0.023571787,-4.260607,-221893.19,0,11
0.231,-222024.7,-0.030765533,594.21124,0.001983717,0.98666036,8.57713,-0.023571787,-4.3802347,-222024.67,0,11
0.232,-222750.58,-0.030765533,594.21124,0.0018311292,0.98666036,8.57713,-0.023571787,-3.5041876,-222750.55,0,11
0.233,-222096.06,-0.030765533,594.21124,0.0016785264,0.98666036,8.57713,-0.023571787,-4.22062,-222096.03,0,11
0.234,-223982.31,-0.030765533,594.21124,0.0022888929,0.98666036,8.57713,-0.023571787,-3.9027238,-223982.28,0,11
0.235,-224180.95,-0.030765533,594.21124,0.002136305,0.98666036,8.57713,-0.023571787,-3.7830963,-224180.92,0,11
0.236,-223901.95,-0.030765533,594.21124,0.0030518621,0.98666036,8.57713,-0.023571787,-4.2216196,-223901.92,0,11
0.237,-224253.72,-0.030765533,594.21124,0.00320445,0.98666036,8.57713,-0.023571787,-4.142312,-224253.69,0,11
0.238,-225976.6,-0.030765533,594.21124,0.0027466714,0.98666036,8.57713,-0.023571787,-4.062005,-225976.56,0,11
0.239,-225191.56,-0.030765533,594.21124,0.00320445,0.98666036,8.57713,-0.023571787,-4.4202213,-225191.53,0,11
0.24,-226760.89,-0.030765533,594.21124,0.0025940686,0.98666036,8.57713,-0.023571787,-4.1809664,-226760.86,0,11
0.241,-226756.97,-0.030765533,594.21124,0.00213629,0.98666036,8.57713,-0.023571787,-4.69913,-226756.94,0,11
0.242,-227046.3,-0.030765533,594.21124,0.002136305,0.98666036,8.57713,-0.023571787,-3.8640695,-227046.27,0,11
0.243,-227585.72,-0.030765533,594.21124,0.0012207478,0.98666036,8.57713,-0.023571787,-3.9833636,-227585.69,0,11
0.244,-227917.16,-0.030765533,594.21124,0.0016785264,0.98666036,8.57713,-0.023571787,-3.9826975,-227917.12,0,11
0.245,-229911.2,-0.030765533,594.21124,0.0018311143,0.98666036,8.57713,-0.023571787,-3.7834291,-229911.17,0,11
0.246,-229076.73,-0.030765533,594.21124,0.0025940686,0.98666036,8.57713,-0.023571787,-3.9430437,-229076.7,0,11
0.247,-231598.88,-0.030765533,594.21124,0.0027466714,0.98666036,8.57713,-0.023571787,-2.788088,-231598.84,0,11
