time,IPLA,IPref,ECEcore,SSXcore,LI,Q95,ZMAG,Vloop,IPE,Instability,Window
1.807,-897200.8,-1037875.0,1535.978,0.005340755,0.9667359,8.587929,0.22561103,-2.3485656,140674.19,65,90
1.808,-899383.44,-1041766.9,1541.7664,0.005493328,0.9667359,8.587929,0.22561103,-1.8723875,142383.44,65,90
1.809,-899523.8,-1041766.9,1539.4456,0.005188167,0.9667359,8.587929,0.22561103,-2.3085787,142243.06,65,90
1.81,-899037.7,-1041766.9,1539.527,0.006256297,0.9667359,8.587929,0.22561103,-2.3102443,142729.19,65,90
1.811,-900054.6,-1041766.9,1536.9794,0.005188167,0.9667359,8.587929,0.22561103,-2.0303364,141712.25,65,90
1.812,-899544.94,-1041766.9,1546.4915,0.005493343,0.9667359,8.587929,0.22561103,-2.0303364,142221.94,65,90
1.813,-900137.5,-1041766.9,1542.149,0.006561488,0.9667359,8.587929,0.22561103,-2.4282062,141629.38,65,90
1.814,-901239.1,-1041766.9,1542.5559,0.005340755,0.9667359,8.587929,0.22561103,-2.6674612,140527.75,65,90
1.815,-900256.2,-1041766.9,1544.0658,0.005493343,0.9667359,8.587929,0.22561103,-3.0653312,141510.69,65,90
1.816,-901808.0,-1045658.8,1547.0333,0.006714076,0.9667359,8.587929,0.22561103,-2.2292714,143850.81,65,90
1.817,-901866.3,-1045658.8,1546.0078,0.005493343,0.9667359,8.587929,0.22561103,-1.9500294,143792.5,65,90
1.818,-903149.56,-1045658.8,1536.5072,0.0061037093,0.9667359,8.587929,0.22561103,-1.9896832,142509.25,65,90
1.819,-902730.25,-1045658.8,1542.0797,0.006408885,0.9667359,8.587929,0.22561103,-2.1083112,142928.56,65,90
1.82,-903490.3,-1045658.8,1550.7389,0.0050355643,0.9667359,8.587929,0.22561103,-1.7897488,142168.5,65,90
1.821,-904063.6,-1045658.8,1549.2039,0.0048829764,0.9667359,8.587929,0.22561103,-2.2276056,141595.19,65,90
1.822,-903584.56,-1045658.8,1547.7505,0.006256312,0.9667359,8.587929,0.22561103,-1.9886838,142074.25,65,91
1.823,-905492.1,-1045658.8,1554.8854,0.005188167,0.9667359,8.587929,0.22561103,-1.5908138,140166.69,65,91
1.824,-905327.5,-1045658.8,1556.9917,0.005188152,0.95498747,8.463841,0.23107,-2.0679913,140331.31,65,91
1.825,-907320.8,-1049588.9,1550.7504,0.0068666786,0.95498747,8.463841,0.23107,-1.7504282,142268.06,65,91
1.826,-907720.25,-1049588.9,1550.2197,0.005340755,0.95498747,8.463841,0.23107,-1.8690562,141868.62,65,91
1.827,-908665.1,-1049588.9,1551.8962,0.005340755,0.95498747,8.463841,0.23107,-1.6301345,140923.75,65,91
1.828,-906817.0,-1049588.9,1554.8947,0.0064089,0.95498747,8.463841,0.23107,-2.2682588,142771.88,65,91
1.829,-908607.3,-1049588.9,1556.0994,0.005493343,0.95498747,8.463841,0.23107,-1.7114406,140981.56,65,91
1.83,-909291.8,-1049588.9,1555.2125,0.0047303736,0.95498747,8.463841,0.23107,-1.9097093,140297.06,65,91
1.831,-910609.3,-1049588.9,1553.4896,0.006256297,0.95498747,8.463841,0.23107,-1.5921463,138979.56,65,91
1.832,-909669.6,-1049588.9,1547.5526,0.005493343,0.95498747,8.463841,0.23107,-2.029337,139919.25,65,91
1.833,-909714.2,-1053480.8,1557.4711,0.005188167,0.95498747,8.463841,0.23107,-3.2645993,143766.56,65,91
1.834,-912265.4,-1053480.8,1555.6162,0.006256297,0.95498747,8.463841,0.23107,-1.5128387,141215.38,65,91
1.835,-912455.5,-1053480.8,1557.1307,0.005340755,0.95498747,8.463841,0.23107,-1.7527599,141025.25,65,91
1.836,-913446.1,-1053480.8,1559.866,0.005188167,0.95498747,8.463841,0.23107,-1.67212,140034.62,65,91
1.837,-913179.56,-1053480.8,1556.8677,0.0064089,0.95498747,8.463841,0.23107,-1.8314012,140301.19,65,91
1.838,-914174.5,-1053480.8,1560.439,0.005493328,0.95498747,8.463841,0.23107,-1.9117081,139306.25,65,91
1.839,-913634.06,-1053480.8,1566.0319,0.0048829764,0.95498747,8.463841,0.23107,-2.2299376,139846.69,65,91
1.84,-913944.5,-1053480.8,1562.4065,0.0064089,0.95498747,8.463841,0.23107,-2.3882194,139536.25,65,91
1.841,-916149.44,-1057372.6,1565.8826,0.005493343,0.95498747,8.463841,0.23107,-1.8703887,141223.19,65,91
1.842,-917600.94,-1057372.6,1562.0635,0.005493343,0.95498747,8.463841,0.23107,-1.7104412,139771.69,65,92
1.843,-918067.56,-1057372.6,1564.9955,0.006256297,0.95498747,8.463841,0.23107,-1.6704544,139305.06,65,92
1.844,-919079.9,-1057372.6,1562.9797,0.0050355643,0.95498747,8.463841,0.23107,-1.311905,138292.75,65,92
1.845,-918431.0,-1057372.6,1566.8346,0.005188167,0.95498747,8.463841,0.23107,-1.7504282,138941.62,65,92
1.846,-918983.6,-1057372.6,1564.281,0.005340755,0.95498747,8.463841,0.23107,-2.2702575,138389.0,65,92
1.847,-918715.5,-1057372.6,1573.174,0.0045777857,0.95498747,8.463841,0.23107,-2.3105774,138657.12,65,92
1.848,-921641.06,-1061302.6,1570.9,0.0045777857,0.95498747,8.463841,0.23107,-0.55881685,139661.56,65,92
1.849,-920514.4,-1061302.6,1573.491,0.005340755,0.95498747,8.463841,0.23107,-1.992015,140788.25,65,92
1.85,-921064.25,-1061302.6,1571.6743,0.0056459308,0.95498747,8.463841,0.23107,-2.5101788,140238.38,65,92
1.851,-921418.1,-1061302.6,1573.24,0.0048829615,0.9411691,8.339842,0.2310845,-2.2302706,139884.5,65,92
1.852,-922214.4,-1061302.6,1572.8124,0.0045777857,0.9411691,8.339842,0.2310845,-2.19095,139088.25,65,92
1.853,-924315.3,-1061302.6,1574.5781,0.0050355643,0.9411691,8.339842,0.2310845,-0.79807186,136987.31,65,92
1.854,-923660.9,-1061302.6,1578.975,0.0050355643,0.9411691,8.339842,0.2310845,-1.9120413,137641.75,65,92
1.855,-922209.4,-1061302.6,1571.589,0.0048829764,0.9411691,8.339842,0.2310845,-3.1069837,139093.25,65,92
1.856,-923928.8,-1065194.5,1579.2965,0.0050355643,0.9411691,8.339842,0.2310845,-1.6331325,141265.69,65,92
1.857,-924139.94,-1065194.5,1580.9617,0.0056459308,0.9411691,8.339842,0.2310845,-2.5105119,141054.56,65,92
1.858,-923751.44,-1065194.5,1575.4132,0.0056459308,0.9411691,8.339842,0.2310845,-1.992015,141443.06,65,92
1.859,-923547.3,-1065194.5,1580.9799,0.005188152,0.9411691,8.339842,0.2310845,-2.7894206,141647.19,65,92
1.86,-924918.75,-1065194.5,1582.8214,0.005493343,0.9411691,8.339842,0.2310845,-1.8340662,140275.75,65,92
1.861,-925018.7,-1065194.5,1589.7823,0.005493343,0.9411691,8.339842,0.2310845,-2.072988,140175.81,65,92
1.862,-925637.44,-1065194.5,1583.4448,0.005340755,0.9411691,8.339842,0.2310845,-2.1522956,139557.06,65,93
1.863,-927848.75,-1065194.5,1584.5364,0.005340755,0.9411691,8.339842,0.2310845,-2.39255,137345.75,65,93
1.864,-928403.9,-1069124.6,1588.9834,0.00534074,0.9411691,8.339842,0.2310845,-1.9936806,140720.75,65,93
1.865,-927695.4,-1069124.6,1586.845,0.005340755,0.9411691,8.339842,0.2310845,-2.5118444,141429.25,65,93
1.866,-929319.06,-1069124.6,1580.8734,0.0050355643,0.9411691,8.339842,0.2310845,-2.1526287,139805.56,65,93
1.867,-929408.44,-1069124.6,1584.0122,0.005188167,0.9411691,8.339842,0.2310845,-2.1116424,139716.19,65,93
1.868,-931766.3,-1069124.6,1587.8236,0.0050355643,0.9411691,8.339842,0.2310845,-0.19926813,137358.31,65,93
1.869,-929030.06,-1069124.6,1588.727,0.005188167,0.9411691,8.339842,0.2310845,-2.7081144,140094.56,65,93
1.87,-930914.0,-1069124.6,1594.0126,0.005188167,0.9411691,8.339842,0.2310845,-2.1106431,138210.62,65,93
1.871,-930421.5,-1069124.6,1588.4336,0.005340755,0.9411691,8.339842,0.2310845,-1.7517606,138703.12,65,93
1.872,-930821.8,-1069124.6,1593.7255,0.0050355643,0.9411691,8.339842,0.2310845,-1.8717213,138302.81,65,93
1.873,-928995.5,-1073016.5,1591.5397,0.005493343,0.9411691,8.339842,0.2310845,-3.7820969,144021.0,65,93
1.874,-931784.2,-1073016.5,1586.1497,0.00534074,0.9411691,8.339842,0.2310845,-2.1512961,141232.31,65,93
1.875,-932900.94,-1073016.5,1595.2766,0.00534074,0.9411691,8.339842,0.2310845,-1.8327338,140115.56,65,93
1.876,-933190.56,-1073016.5,1593.167,0.0057985187,0.9411691,8.339842,0.2310845,-2.1512961,139825.94,65,93
1.877,-932701.3,-1073016.5,1594.6221,0.005493343,0.9411691,8.339842,0.2310845,-2.5894864,140315.19,65,93
1.878,-932709.56,-1073016.5,1597.55,0.005340755,0.9411691,8.339842,0.2310845,-1.8737199,140306.94,65,93
1.879,-933955.5,-1073016.5,1595.8977,0.005340755,0.940375,8.095227,0.21886894,-2.1519625,139061.0,65,93
1.88,-934619.6,-1073016.5,1598.8445,0.0057985187,0.940375,8.095227,0.21886894,-1.8740531,138396.88,65,93
1.881,-934374.44,-1076908.4,1598.7085,0.0050355643,0.940375,8.095227,0.21886894,-2.3895519,142533.94,65,93
1.882,-934670.5,-1076908.4,1601.5074,0.005493328,0.940375,8.095227,0.21886894,-2.4298718,142237.88,65,94
1.883,-935060.6,-1076908.4,1600.2769,0.005188152,0.940375,8.095227,0.21886894,-2.1499639,141847.75,65,94
1.884,-936262.94,-1076908.4,1601.1082,0.005340755,0.940375,8.095227,0.21886894,-2.1109762,140645.44,65,94
1.885,-936543.1,-1076908.4,1605.9694,0.0050355643,0.940375,8.095227,0.21886894,-2.1892843,140365.25,65,94
1.886,-937545.6,-1076908.4,1607.7876,0.0057985187,0.940375,8.095227,0.21886894,-2.2302706,139362.75,65,94
1.887,-937238.94,-1076908.4,1613.0656,0.005188167,0.940375,8.095227,0.21886894,-2.5871544,139669.44,65,94
1.888,-938664.6,-1076908.4,1611.0249,0.005340755,0.940375,8.095227,0.21886894,-2.1482983,138243.75,65,94
1.889,-937108.9,-1080838.4,1608.692,0.00534074,0.940375,8.095227,0.21886894,-2.7454362,143729.5,65,94
1.89,-937846.25,-1080838.4,1615.3693,0.005188167,0.940375,8.095227,0.21886894,-2.3478994,142992.12,65,94
1.891,-938652.25,-1080838.4,1615.9636,0.00534074,0.940375,8.095227,0.21886894,-1.9896832,142186.12,65,94
1.892,-936872.7,-1080838.4,1620.649,0.0050355643,0.940375,8.095227,0.21886894,-3.1039855,143965.69,65,94
1.893,-939436.44,-1080838.4,1609.0541,0.005340755,0.940375,8.095227,0.21886894,-2.2682588,141401.94,65,94
1.894,-939266.5,-1080838.4,1610.2776,0.005493343,0.940375,8.095227,0.21886894,-2.38722,141571.88,65,94
1.895,-937698.3,-1080838.4,1618.2802,0.005493343,0.940375,8.095227,0.21886894,-2.5075138,143140.06,65,94
1.896,-940622.44,-1084730.2,1614.7708,0.0057985187,0.940375,8.095227,0.21886894,-1.55116,144107.81,65,94
1.897,-940886.25,-1084730.2,1617.3953,0.0056459308,0.940375,8.095227,0.21886894,-2.1889513,143844.0,65,94
1.898,-940885.44,-1084730.2,1617.7555,0.0056459308,0.940375,8.095227,0.21886894,-1.830735,143844.81,65,94
1.899,-945293.8,-1084730.2,1623.4974,0.0056459308,0.940375,8.095227,0.21886894,1.1952757,139436.44,65,94
1.9,-942442.75,-1084730.2,1623.808,0.0056459308,0.940375,8.095227,0.21886894,-1.9896832,142287.5,65,94
1.901,-942180.7,-1084730.2,1624.9713,0.005340755,0.940375,8.095227,0.21886894,-2.3478994,142549.56,65,94
1.902,-943469.94,-1084730.2,1627.838,0.0057985187,0.940375,8.095227,0.21886894,-2.3892188,141260.31,65,95
1.903,-942752.5,-1084730.2,1623.6737,0.005493343,0.940375,8.095227,0.21886894,-2.1892843,141977.75,65,95
1.904,-943321.44,-1088622.1,1621.3259,0.0057985187,0.940375,8.095227,0.21886894,-2.6278076,145300.69,65,95
1.905,-943335.9,-1088622.1,1631.3842,0.0050355643,0.940375,8.095227,0.21886894,-2.5871544,145286.25,65,95
1.906,-943474.7,-1088622.1,1624.0812,0.0050355643,0.91722643,7.9274135,0.22213925,-2.7467687,145147.44,65,95
1.907,-945550.1,-1088622.1,1624.8597,0.0056459308,0.91722643,7.9274135,0.22213925,-2.3089118,143072.0,65,95
1.908,-945026.4,-1088622.1,1628.8956,0.005493328,0.91722643,7.9274135,0.22213925,-2.7081144,143595.75,65,95
1.909,-945370.56,-1088622.1,1629.4789,0.0057985187,0.91722643,7.9274135,0.22213925,-2.0310025,143251.56,65,95
1.91,-946374.3,-1088622.1,1630.8008,0.005188152,0.91722643,7.9274135,0.22213925,-2.0716555,142247.81,65,95
1.911,-945594.4,-1088622.1,1631.0596,0.005493343,0.91722643,7.9274135,0.22213925,-2.469859,143027.75,65,95
1.912,-946861.5,-1092552.2,1629.004,0.00534074,0.91722643,7.9274135,0.22213925,-2.3102443,145690.75,65,95
1.913,-947274.5,-1092552.2,1632.995,0.005493343,0.91722643,7.9274135,0.22213925,-1.9923482,145277.75,65,95
1.914,-948775.3,-1092552.2,1632.6583,0.00534074,0.91722643,7.9274135,0.22213925,-1.1542894,143776.94,65,95
1.915,-947213.94,-1092552.2,1634.4608,0.006561488,0.91722643,7.9274135,0.22213925,-1.9110419,145338.31,65,95
1.916,-948022.9,-1092552.2,1629.5417,0.0057985187,0.91722643,7.9274135,0.22213925,-2.030003,144529.38,65,95
1.917,-949058.4,-1092552.2,1635.8728,0.006408885,0.91722643,7.9274135,0.22213925,-2.309245,143493.88,65,95
1.918,-949430.3,-1092552.2,1638.7866,0.006561488,0.91722643,7.9274135,0.22213925,-2.0696568,143121.94,65,95
1.919,-950969.1,-1092552.2,1636.1232,0.006256297,0.91722643,7.9274135,0.22213925,-1.4731851,141583.12,65,95
1.92,-949863.06,-1096444.1,1636.3146,0.0057985336,0.91722643,7.9274135,0.22213925,-2.268592,146581.06,65,95
1.921,-951265.1,-1096444.1,1639.1934,0.0061037093,0.91722643,7.9274135,0.22213925,-2.1896176,145179.0,65,95
1.922,-949583.5,-1096444.1,1641.6992,0.005493343,0.91722643,7.9274135,0.22213925,-3.462202,146860.62,65,96
1.923,-952288.1,-1096444.1,1640.7275,0.0057985187,0.91722643,7.9274135,0.22213925,-2.0699902,144156.0,65,96
1.924,-952841.4,-1096444.1,1643.063,0.0057985187,0.91722643,7.9274135,0.22213925,-2.147965,143602.75,65,96
1.925,-953592.7,-1096444.1,1639.1046,0.005188152,0.91722643,7.9274135,0.22213925,-2.1489644,142851.44,65,96
1.926,-954212.44,-1096444.1,1640.9661,0.0059511214,0.91722643,7.9274135,0.22213925,-2.1496305,142231.69,65,96
1.927,-954369.2,-1096444.1,1644.1936,0.005188152,0.91722643,7.9274135,0.22213925,-2.42754,142074.94,65,96
1.928,-954517.4,-1096444.1,1646.872,0.0056459308,0.91722643,7.9274135,0.22213925,-2.1096437,141926.75,65,96
1.929,-956006.4,-1100336.0,1642.6108,0.0061037093,0.91722643,7.9274135,0.22213925,-1.790415,144329.62,65,96
1.93,-956068.3,-1100336.0,1647.4011,0.0061037093,0.91722643,7.9274135,0.22213925,-0.9163669,144267.69,65,96
1.931,-955907.2,-1100336.0,1645.5543,0.0057985336,0.91722643,7.9274135,0.22213925,-2.3082457,144428.81,65,96
1.932,-955701.4,-1100336.0,1647.2107,0.0059511065,0.91722643,7.9274135,0.22213925,-1.9896832,144634.62,65,96
1.933,-957168.0,-1100336.0,1641.2793,0.0056459308,0.91722643,7.9274135,0.22213925,-2.0696568,143168.0,65,96
1.934,-957324.1,-1100336.0,1647.9418,0.006408885,0.8989649,7.7893224,0.22324882,-2.4285393,143011.88,65,96
1.935,-957720.94,-1100336.0,1650.5117,0.005188152,0.8989649,7.7893224,0.22324882,-1.9890168,142615.06,65,96
1.936,-956857.1,-1100336.0,1647.5334,0.006561488,0.8989649,7.7893224,0.22324882,-2.9473693,143478.88,65,96
1.937,-958727.56,-1104266.0,1651.9052,0.005493343,0.8989649,7.7893224,0.22324882,-2.3462338,145538.44,65,96
1.938,-958702.56,-1104266.0,1650.8241,0.005340755,0.8989649,7.7893224,0.22324882,-2.5478337,145563.44,65,96
1.939,-958769.5,-1104266.0,1650.847,0.0064089,0.8989649,7.7893224,0.22324882,-2.3072462,145496.5,65,96
1.94,-960346.06,-1104266.0,1651.963,0.006408885,0.8989649,7.7893224,0.22324882,-2.2292714,143919.94,65,96
1.941,-961348.7,-1104266.0,1657.8938,0.0048829764,0.8989649,7.7893224,0.22324882,-1.3918787,142917.31,65,96
1.942,-961168.25,-1104266.0,1651.7739,0.006256312,0.8989649,7.7893224,0.22324882,-2.1889513,143097.75,65,97
1.943,-960967.44,-1104266.0,1653.9574,0.0057985187,0.8989649,7.7893224,0.22324882,-2.3075793,143298.56,65,97
1.944,-962277.9,-1104266.0,1652.483,0.005188152,0.8989649,7.7893224,0.22324882,-2.029337,141988.12,65,97
1.945,-963048.0,-1108157.9,1654.7524,0.0059511214,0.8989649,7.7893224,0.22324882,-2.0689907,145109.88,65,97
1.946,-963443.5,-1108157.9,1658.7172,0.0064089,0.8989649,7.7893224,0.22324882,-2.3485656,144714.38,65,97
1.947,-963282.2,-1108157.9,1656.8718,0.005188167,0.8989649,7.7893224,0.22324882,-2.3072462,144875.69,65,97
1.948,-965744.6,-1108157.9,1655.6826,0.006408885,0.8989649,7.7893224,0.22324882,-0.037988126,142413.25,65,97
1.949,-963828.25,-1108157.9,1661.0544,0.006256297,0.8989649,7.7893224,0.22324882,-2.1459663,144329.62,65,97
1.95,-966049.1,-1108157.9,1663.4233,0.0045777857,0.8989649,7.7893224,0.22324882,-2.0669918,142108.75,65,97
1.951,-966396.44,-1108157.9,1657.979,0.006256297,0.8989649,7.7893224,0.22324882,-2.1462994,141761.44,65,97
1.952,-968154.6,-1112049.9,1656.3932,0.006408885,0.8989649,7.7893224,0.22324882,-2.027671,143895.25,65,97
1.953,-966012.0,-1112049.9,1657.2499,0.0047303736,0.8989649,7.7893224,0.22324882,-2.5455017,146037.88,65,97
1.954,-967481.44,-1112049.9,1663.3381,0.006561488,0.8989649,7.7893224,0.22324882,-1.8284032,144568.44,65,97
1.955,-968427.2,-1112049.9,1659.6381,0.0059511214,0.8989649,7.7893224,0.22324882,-2.3469,143622.69,65,97
1.956,-967953.4,-1112049.9,1661.3969,0.0059511065,0.8989649,7.7893224,0.22324882,-2.1093106,144096.5,65,97
1.957,-969972.8,-1112049.9,1664.079,0.0059511214,0.8989649,7.7893224,0.22324882,-2.1886182,142077.06,65,97
1.958,-967048.9,-1112049.9,1663.6654,0.0059511065,0.8989649,7.7893224,0.22324882,-3.105318,145001.0,65,97
1.959,-969794.0,-1112049.9,1664.3245,0.0047303885,0.8989649,7.7893224,0.22324882,-2.3478994,142255.88,65,97
1.96,-970050.44,-1115979.9,1660.7456,0.0057985187,0.8989649,7.7893224,0.22324882,-3.024345,145929.44,65,97
1.961,-972079.8,-1115979.9,1669.3394,0.006714076,0.8989649,7.7893224,0.22324882,-2.7067819,143900.06,65,97
1.962,-970280.9,-1115979.9,1669.5515,0.00534074,0.8945975,7.7292094,0.23472747,-2.825743,145699.0,65,98
1.963,-972263.8,-1115979.9,1666.7095,0.006256297,0.8945975,7.7292094,0.23472747,-3.104985,143716.06,65,98
1.964,-973984.1,-1115979.9,1663.9515,0.006256297,0.8945975,7.7292094,0.23472747,-2.0699902,141995.75,65,98
1.965,-975812.94,-1115979.9,1665.2974,0.005188152,0.8945975,7.7292094,0.23472747,-1.8713881,140166.94,65,98
1.966,-977081.4,-1115979.9,1667.1399,0.006256297,0.8945975,7.7292094,0.23472747,-0.3992025,138898.5,65,98
1.967,-974901.94,-1115979.9,1670.5319,0.006561488,0.8945975,7.7292094,0.23472747,-2.3912175,141077.94,65,98
1.968,-980070.1,-1119871.8,1669.7872,0.005188152,0.8945975,7.7292094,0.23472747,0.47617814,139801.62,65,98
1.969,-976668.56,-1119871.8,1666.7638,0.0071718544,0.8945975,7.7292094,0.23472747,-2.390218,143203.19,65,98
1.97,-977583.06,-1119871.8,1672.982,0.0068666637,0.8945975,7.7292094,0.23472747,-2.230937,142288.69,65,98
1.971,-976169.94,-1119871.8,1671.4882,0.006714076,0.8945975,7.7292094,0.23472747,-2.709447,143701.81,65,98
1.972,-977581.75,-1119871.8,1671.8418,0.006408885,0.8945975,7.7292094,0.23472747,-2.4312043,142290.0,65,98
1.973,-977082.2,-1119871.8,1675.9456,0.0061037093,0.8945975,7.7292094,0.23472747,-2.7894206,142789.56,65,98
1.974,-977988.06,-1119871.8,1677.3749,0.0061037093,0.8945975,7.7292094,0.23472747,-2.909048,141883.69,65,98
1.975,-979820.8,-1119871.8,1674.8406,0.006256297,0.8945975,7.7292094,0.23472747,-1.7537594,140050.94,65,98
1.976,-978496.25,-1119871.8,1674.1757,0.006714076,0.8945975,7.7292094,0.23472747,-3.3069181,141375.5,65,98
1.977,-978245.0,-1123801.8,1675.0176,0.006256297,0.8945975,7.7292094,0.23472747,-2.3915505,145556.75,65,98
1.978,-980501.8,-1123801.8,1675.5037,0.006408885,0.8945975,7.7292094,0.23472747,-2.470858,143299.94,65,98
1.979,-980717.06,-1123801.8,1679.2976,0.006561488,0.8945975,7.7292094,0.23472747,-1.5151706,143084.69,65,98
1.98,-981285.3,-1123801.8,1674.0784,0.006256297,0.8945975,7.7292094,0.23472747,-2.3112438,142516.44,65,98
1.981,-982407.25,-1123801.8,1679.1051,0.006561488,0.8945975,7.7292094,0.23472747,-1.8320675,141394.5,65,98
1.982,-982451.25,-1123801.8,1682.6384,0.0064089,0.8945975,7.7292094,0.23472747,-2.11031,141350.5,65,99
1.983,-982504.9,-1123801.8,1678.6782,0.0057985187,0.8945975,7.7292094,0.23472747,-2.5475006,141296.88,65,99
1.984,-983181.75,-1123801.8,1682.8389,0.0061037093,0.8945975,7.7292094,0.23472747,-2.228272,140620.0,65,99
1.985,-984278.06,-1127693.6,1683.3717,0.0064089,0.8945975,7.7292094,0.23472747,-2.4668605,143415.56,65,99
1.986,-984155.56,-1127693.6,1678.2396,0.0061037093,0.8945975,7.7292094,0.23472747,-2.5465014,143538.06,65,99
1.987,-984346.9,-1127693.6,1686.5342,0.0061037093,0.8945975,7.7292094,0.23472747,-2.1899507,143346.75,65,99
1.988,-983524.94,-1127693.6,1686.2097,0.0059511214,0.8945975,7.7292094,0.23472747,-3.3435736,144168.69,65,99
1.989,-984833.2,-1127693.6,1687.4012,0.0057985187,0.89107484,7.5562005,0.22596943,-2.3482325,142860.44,65,99
1.99,-986483.0,-1127693.6,1687.3033,0.0059511214,0.89107484,7.5562005,0.22596943,-2.1096437,141210.62,65,99
1.991,-985638.5,-1127693.6,1684.167,0.0059511214,0.89107484,7.5562005,0.22596943,-2.4282062,142055.12,65,99
1.992,-985614.3,-1127693.6,1687.9482,0.006256297,0.89107484,7.5562005,0.22596943,-2.3885524,142079.31,65,99
1.993,-987922.1,-1131585.6,1691.6248,0.0059511214,0.89107484,7.5562005,0.22596943,-0.6367919,143663.5,65,99
1.994,-987798.6,-1131585.6,1690.1442,0.0056459308,0.89107484,7.5562005,0.22596943,-2.1096437,143787.0,65,99
1.995,-989053.3,-1131585.6,1687.7554,0.0059511065,0.89107484,7.5562005,0.22596943,-2.8653967,142532.31,65,99
1.996,-989417.2,-1131585.6,1696.819,0.006408885,0.89107484,7.5562005,0.22596943,-2.2292714,142168.44,65,99
1.997,-989164.1,-1131585.6,1692.7394,0.006561488,0.89107484,7.5562005,0.22596943,-2.15063,142421.5,65,99
1.998,-990496.44,-1131585.6,1693.628,0.006714076,0.89107484,7.5562005,0.22596943,-2.468193,141089.19,65,99
1.999,-989069.0,-1131585.6,1693.7919,0.006561488,0.89107484,7.5562005,0.22596943,-2.0303364,142516.62,65,99
2.0,-990482.5,-1135515.6,1689.8591,0.006408885,0.89107484,7.5562005,0.22596943,-2.707115,145033.12,65,99
2.001,-990476.94,-1135515.6,1692.9792,0.006561488,0.89107484,7.5562005,0.22596943,-2.5478337,145038.69,65,99
2.002,-991309.8,-1135515.6,1696.0522,0.0067140907,0.89107484,7.5562005,0.22596943,-2.269258,144205.81,65,100
2.003,-991327.5,-1135515.6,1691.6475,0.006256297,0.89107484,7.5562005,0.22596943,-1.8703887,144188.12,65,100
2.004,-991685.5,-1135515.6,1695.1461,0.0059511214,0.89107484,7.5562005,0.22596943,-2.349898,143830.12,65,100
2.005,-993007.3,-1135515.6,1698.3787,0.0061037093,0.89107484,7.5562005,0.22596943,-2.2302706,142508.31,65,100
2.006,-993150.9,-1135515.6,1694.0696,0.0059511214,0.89107484,7.5562005,0.22596943,-3.1856248,142364.75,65,100
2.007,-994024.4,-1135515.6,1695.6432,0.0061037093,0.89107484,7.5562005,0.22596943,-2.3905513,141491.25,65,100
2.008,-994879.1,-1139102.2,1693.5933,0.0056459308,0.89107484,7.5562005,0.22596943,-2.150963,144223.12,65,100
2.009,-994661.1,-1139102.2,1691.9637,0.006561488,0.89107484,7.5562005,0.22596943,-2.7487674,144441.12,65,100
2.01,-995366.3,-1139102.2,1694.1583,0.006256297,0.89107484,7.5562005,0.22596943,-2.1916163,143735.94,65,100
2.011,-994892.44,-1139102.2,1695.8918,0.0059511214,0.89107484,7.5562005,0.22596943,-2.7884212,144209.81,65,100
2.012,-996309.75,-1139102.2,1696.0515,0.0057985336,0.89107484,7.5562005,0.22596943,-1.6751181,142792.5,65,100
2.013,-996386.94,-1139102.2,1694.1324,0.0059511214,0.89107484,7.5562005,0.22596943,-2.828075,142715.31,65,100
2.014,-996377.44,-1139102.2,1698.1782,0.0056459308,0.89107484,7.5562005,0.22596943,-2.2695913,142724.81,65,100
2.015,-995625.75,-1139102.2,1700.5919,0.0057985187,0.89107484,7.5562005,0.22596943,-2.4292057,143476.5,65,100
2.016,-996679.25,-1142727.0,1700.3212,0.0059511214,0.89107484,7.5562005,0.22596943,-2.5078468,146047.75,65,100
2.017,-997919.06,-1142727.0,1702.0939,0.0059511065,0.8871761,7.4026084,0.22361004,-2.148631,144807.94,65,100
2.018,-997098.75,-1142727.0,1703.6855,0.006256297,0.8871761,7.4026084,0.22361004,-3.3828945,145628.25,65,100
2.019,-996979.3,-1142727.0,1701.7634,0.0061037093,0.8871761,7.4026084,0.22361004,-2.4268737,145747.69,65,100
2.02,-998740.94,-1142727.0,1702.4116,0.005188152,0.8871761,7.4026084,0.22361004,-2.1489644,143986.06,65,100
2.021,-1000302.25,-1142727.0,1700.009,0.0059511065,0.8871761,7.4026084,0.22361004,-1.5504937,142424.75,65,100
2.022,-998867.94,-1142727.0,1699.6532,0.0061037093,0.8871761,7.4026084,0.22361004,-2.4661944,143859.06,65,101
2.023,-999972.7,-1142727.0,1706.2448,0.0059511214,0.8871761,7.4026084,0.22361004,-1.9890168,142754.31,65,101
2.024,-999800.2,-1146351.9,1703.5455,0.005493343,0.8871761,7.4026084,0.22361004,-2.3469,146551.69,65,101
2.025,-1001584.6,-1146351.9,1703.0043,0.006256312,0.8871761,7.4026084,0.22361004,-2.2669263,144767.25,65,101
2.026,-1002023.44,-1146351.9,1701.2184,0.0059511065,0.8871761,7.4026084,0.22361004,-2.4268737,144328.44,65,101
2.027,-1001460.44,-1146351.9,1699.025,0.0059511214,0.8871761,7.4026084,0.22361004,-2.2669263,144891.44,65,101
2.028,-1002081.44,-1146351.9,1700.3615,0.005340755,0.8871761,7.4026084,0.22361004,-2.3858874,144270.44,65,101
2.029,-1003640.75,-1146351.9,1697.6907,0.0061037093,0.8871761,7.4026084,0.22361004,-1.7507613,142711.12,65,101
